STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,na_item,National accounts indicator (ESA 2010),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PT,Portugal,2023,,25330,,e,estimated,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",PT,Portugal,2024,,26670,,e,estimated,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",RO,Romania,2013,,7150,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",RO,Romania,2014,,7560,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",RO,Romania,2015,,8090,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",RO,Romania,2016,,8500,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",RO,Romania,2017,,9510,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",RO,Romania,2018,,10580,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",RO,Romania,2019,,11590,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",RO,Romania,2020,,11460,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",RO,Romania,2021,,12660,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",RO,Romania,2022,,14790,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",RO,Romania,2023,,17010,,p,provisional,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",RO,Romania,2024,,18620,,p,provisional,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SE,Sweden,2013,,45820,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SE,Sweden,2014,,44930,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SE,Sweden,2015,,46170,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SE,Sweden,2016,,46890,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SE,Sweden,2017,,47290,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SE,Sweden,2018,,45910,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SE,Sweden,2019,,46220,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SE,Sweden,2020,,46250,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SE,Sweden,2021,,51710,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SE,Sweden,2022,,52410,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SE,Sweden,2023,,51060,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SE,Sweden,2024,,53020,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SI,Slovenia,2013,,17500,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SI,Slovenia,2014,,18080,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SI,Slovenia,2015,,18660,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SI,Slovenia,2016,,19380,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SI,Slovenia,2017,,20630,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SI,Slovenia,2018,,21940,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SI,Slovenia,2019,,23050,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SI,Slovenia,2020,,22230,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SI,Slovenia,2021,,24680,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SI,Slovenia,2022,,26980,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SI,Slovenia,2023,,30160,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SI,Slovenia,2024,,31490,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SK,Slovakia,2013,,13790,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SK,Slovakia,2014,,14130,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SK,Slovakia,2015,,14820,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SK,Slovakia,2016,,15030,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SK,Slovakia,2017,,15620,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SK,Slovakia,2018,,16580,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SK,Slovakia,2019,,17340,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SK,Slovakia,2020,,17270,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SK,Slovakia,2021,,18740,,b,break in time series,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SK,Slovakia,2022,,20170,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SK,Slovakia,2023,,22520,,,,,
dataflow,ESTAT:TEC00001(1.0),Gross domestic product at market prices,A,Annual,B1GQ,Gross domestic product at market prices,CP_EUR_HAB,"Current prices, euro per capita",SK,Slovakia,2024,,23810,,,,,
